ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,event,survival_12m,churn_risk_12m,CLV_12m_AMD,at_risk_12m,survival_m1,survival_m2,survival_m3,survival_m4,survival_m5,survival_m6,survival_m7,survival_m8,survival_m9,survival_m10,survival_m11,survival_m12
306,Zone 1,28,33,Married,3,14,College degree,No,Male,No,Yes,Yes,Total service,Yes,1,0.8810630712770775,0.1189369287229225,14125.40360074237,False,0.9988660122337847,0.9943034923757665,0.9869556780780605,0.9776848054759312,0.9671146266241717,0.9556788740337365,0.9436815129341096,0.9313386766355704,0.9188061476133542,0.9061974401143709,0.8935959159336899,0.8810630712770775
307,Zone 1,15,35,Married,5,34,Some college,No,Male,No,Yes,No,E-service,Yes,1,0.9048677607361,0.09513223926390002,14300.30672564224,False,0.9992691269391903,0.99609165365032,0.9907229102256374,0.9837254213324873,0.9755499841994029,0.9665304785836913,0.9569126315000703,0.9468787324931613,0.9365654393795806,0.9260762233172573,0.9154900893152852,0.9048677607361
308,Zone 2,12,64,Unmarried,13,9,High school degree,Yes,Female,No,Yes,Yes,Plus service,No,0,0.9701095560173523,0.02989044398264773,14740.262056852063,False,0.9999132537200163,0.999386430345749,0.9982886351719594,0.9966379674782051,0.9944901158178585,0.9919069526454359,0.9889469446569188,0.9856624263480932,0.9820992367962756,0.9782971716050616,0.9742906753665118,0.9701095560173523
309,Zone 3,48,49,Unmarried,18,39,High school degree,No,Female,Yes,No,Yes,Total service,Yes,1,0.9800771033125246,0.019922896687475378,14800.695715331385,False,0.9999571224426401,0.9996697046358601,0.9990321220306524,0.9980313857313444,0.9966863026967399,0.995025976394403,0.9930816961056119,0.9908837350370698,0.9884601337036395,0.9858363340232246,0.9830351846866351,0.9800771033125246
310,Zone 2,59,25,Married,4,18,Some college,No,Male,No,No,No,Basic service,No,0,0.8052264040474628,0.19477359595253718,13526.810969528591,False,0.9968602150128781,0.9864657465244315,0.9716106639574456,0.9543176560521851,0.9357575769105205,0.916625366720993,0.8973458782742068,0.8781839895856052,0.8593061201244254,0.8408161909687328,0.8227774888133454,0.8052264040474628
311,Zone 3,8,26,Married,1,25,College degree,No,Male,No,Yes,No,Basic service,Yes,1,0.5627846350905303,0.43721536490946966,11222.989152256801,True,0.9788424932823924,0.934238440282308,0.8854353980914293,0.8378933877008847,0.7932352397083828,0.7518487681630671,0.7136796255354855,0.6785151907714484,0.6460958932098458,0.6161605165152545,0.5884642012317705,0.5627846350905303
312,Zone 1,45,52,Unmarried,15,46,Post-undergraduate degree,No,Female,No,No,No,E-service,Yes,1,0.9918134246336099,0.008186575366390114,14867.971216535463,False,0.999990351149242,0.9999117867736507,0.9997145354262715,0.9993773441042321,0.998893887158699,0.9982653682619179,0.9974968121397895,0.9965951238246107,0.9955680339475169,0.9944235121937293,0.9931694390254457,0.9918134246336099
313,Zone 1,25,39,Married,8,94,College degree,No,Female,No,No,No,E-service,Yes,1,0.9842597860397375,0.015740213960262484,14825.241291851411,False,0.9999713085273245,0.9997682734508443,0.999302100518318,0.9985528664355087,0.9975276280060454,0.9962437907195478,0.994722252466501,0.992984409752193,0.9910508339784303,0.9889407170046121,0.9866716843678517,0.9842597860397375
314,Zone 1,21,44,Married,4,26,Some college,No,Male,Yes,Yes,Yes,Total service,No,0,0.8787105028433799,0.12128949715662007,14107.761150939801,False,0.9988207977276786,0.9941097906207033,0.9865558919747908,0.9770530882910166,0.9662424801983419,0.9545673514424247,0.9423369595399479,0.9297703186547441,0.9170246844274005,0.9042142051241662,0.891422371051097,0.8787105028433799
315,Zone 2,17,68,Married,1,335,Did not complete high school,No,Female,Yes,No,Yes,Total service,No,0,0.9911319482226532,0.008868051777346841,14864.21863441755,False,0.9999889948938869,0.9999008496405364,0.9996818545401013,0.999310200280528,0.9987802521151934,0.9980943265420286,0.9972586581246327,0.9962813265386432,0.9951711500772782,0.9939370826232522,0.9925878846408805,0.9911319482226532
316,Zone 2,41,45,Unmarried,14,25,Some college,No,Male,No,Yes,Yes,Basic service,Yes,1,0.7786599401461327,0.2213400598538673,13303.215860774717,False,0.9958553212279485,0.9829025098010125,0.9650259977284145,0.9446974150041226,0.9232591051183014,0.9014679453275376,0.8797641944284187,0.8584077339310779,0.837551263655881,0.8172817344506241,0.7976448294432736,0.7786599401461327
317,Zone 1,13,45,Married,3,99,Some college,No,Female,Yes,Yes,Yes,Plus service,Yes,1,0.8462094461183591,0.15379055388164087,13857.80036240068,False,0.9980901874629026,0.9911155844580796,0.9805329491244682,0.9677071041337851,0.9535189971961766,0.9385356723890631,0.9231299293907286,0.9075517371228039,0.8919711242540517,0.8765047019663958,0.8612325775461718,0.8462094461183591
318,Zone 2,1,26,Married,3,30,High school degree,No,Female,No,No,No,Basic service,Yes,1,0.8039789198993219,0.1960210801006781,13516.468844694758,False,0.9968168713445231,0.9863083296340525,0.9713156887537262,0.9538824356934008,0.9351878281870809,0.9159301116452458,0.8965351951559615,0.8772679815460007,0.8582944435558246,0.8397178546786599,0.8216007876943824,0.8039789198993219
319,Zone 3,3,31,Married,4,35,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.7904062238073347,0.20959377619266528,13402.94228284944,False,0.9963211696674878,0.9845330208430467,0.9680160485429279,0.949042024665493,0.928879508454503,0.9082602250795977,0.8876194725398499,0.8672207732096666,0.8472239766347543,0.8277243520275458,0.808775978369643,0.7904062238073347
320,Zone 1,23,27,Married,2,51,Post-undergraduate degree,No,Female,Yes,No,No,Basic service,Yes,1,0.6922169446083587,0.3077830553916413,12527.439057149773,True,0.9912141027632121,0.9680038725555001,0.9390341415857602,0.9082322723600513,0.8773435362596391,0.8471839240785504,0.8181342391076117,0.7903573725269213,0.7639025625731594,0.7387587360619572,0.7148830956493766,0.6922169446083587
321,Zone 3,26,42,Unmarried,20,49,Some college,No,Male,Yes,Yes,Yes,Total service,Yes,1,0.9018711777214836,0.09812882227851638,14278.66115537962,False,0.9992236866128358,0.9958836820776501,0.9902767495711358,0.9830008159694992,0.974528078873043,0.9652052485371203,0.9552858245712007,0.9449568176263944,0.9343577166530914,0.9235936272434998,0.9127444186505671,0.9018711777214836
322,Zone 1,37,51,Married,15,54,Did not complete high school,No,Male,No,No,No,Plus service,No,0,0.994715330078301,0.005284669921698959,14883.654891177615,False,0.9999952664399928,0.9999532200361633,0.9998416216229885,0.9996433659407531,0.9993507003616161,0.9989612026589453,0.9984755167080969,0.9978960562651413,0.9972262395469933,0.9964700252591312,0.9956316261040556,0.994715330078301
323,Zone 3,5,30,Unmarried,3,46,College degree,No,Male,No,Yes,No,E-service,Yes,1,0.7791879550644942,0.22081204493550577,13307.72802616159,False,0.9958770185501475,0.9829777076886486,0.9651631015942678,0.9448958129552467,0.9235149446712047,0.9017763222908203,0.8801200456173135,0.8588062086411932,0.8379878691249628,0.8177523790753198,0.7981458193189515,0.7791879550644942
324,Zone 1,32,27,Married,3,91,College degree,No,Female,Yes,Yes,No,Total service,Yes,1,0.746836876848282,0.25316312315171796,13026.19797865594,True,0.9944087666823368,0.978029782305768,0.9562875706396055,0.9321992539506614,0.9072873421508494,0.8823575704005839,0.8578483816577543,0.833998345620677,0.810932329772058,0.7887085128378037,0.7673452332697551,0.746836876848282
325,Zone 3,12,22,Unmarried,1,23,College degree,No,Male,No,No,Yes,Basic service,No,0,0.6343229925703024,0.36567700742969755,11965.990153282724,True,0.9866439917566219,0.954811710327659,0.9174157767682365,0.8792264598446199,0.8420671800266257,0.8066482164072378,0.7732095410692343,0.7417799578206821,0.7122920691309425,0.6846366011648531,0.6586890595350159,0.6343229925703024
326,Zone 1,72,54,Married,6,345,Did not complete high school,No,Male,No,No,No,Plus service,No,0,0.9905996724388981,0.009400327561101873,14861.271444638744,False,0.9999878839687943,0.999892008879956,0.999655641921674,0.9992566414477386,0.9986899949220659,0.9979589463125531,0.9970707139661977,0.9960343195734085,0.994859445301961,0.9935558208794683,0.9921328961556454,0.9905996724388981
327,Zone 3,3,25,Married,2,45,College degree,No,Female,No,Yes,No,Basic service,Yes,1,0.5645644639765951,0.4354355360234049,11242.170140804137,True,0.9790709285335133,0.9348146628610348,0.8863078183798125,0.8389998831432322,0.7945233796536497,0.7532769578715101,0.7152152621910713,0.6801326792517293,0.6477750247790003,0.6178852281958518,0.5902216421508166,0.5645644639765951
328,Zone 1,54,43,Unmarried,12,53,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.9713337001436104,0.028666299856389577,14747.81486278621,False,0.9999193978094754,0.999424709764155,0.9983869922731831,0.9968195225836055,0.9947728891763565,0.9923046488710755,0.9894698038735553,0.9863179478418674,0.9828927572034907,0.9792323185436658,0.9753697222173697,0.9713337001436104
329,Zone 2,26,26,Unmarried,2,14,High school degree,No,Female,No,Yes,Yes,Total service,Yes,1,0.7312983898681668,0.26870161013183325,12887.313864051468,True,0.9935970165471878,0.9753988364624286,0.9516750515408319,0.9257075901108497,0.8990946381716024,0.8726547909029203,0.8468172560839315,0.8218041062346446,0.7977222173211487,0.7746125401576041,0.7524777611558984,0.7312983898681668
330,Zone 3,14,36,Unmarried,13,67,Post-undergraduate degree,No,Female,No,Yes,No,Basic service,No,0,0.6863990967423897,0.31360090325761025,12472.56303251656,True,0.9908142596268732,0.9668033260673312,0.9370214596074431,0.9054881529541277,0.8739646347527741,0.8432619798313876,0.8137506292595091,0.7855825007289623,0.7587967692405903,0.7333735969027079,0.7092627119924997,0.6863990967423897
331,Zone 3,22,51,Unmarried,27,49,Some college,No,Male,No,No,Yes,Basic service,No,0,0.9765387882780392,0.023461211721960806,14779.53270165904,False,0.9999431613942132,0.9995766964493216,0.9987835793243917,0.9975596461573162,0.9959355070301658,0.9939512207400488,0.99164741438258,0.9890620995836378,0.986229668726979,0.9831807651914101,0.979942499692672,0.9765387882780392
332,Zone 3,65,47,Married,18,37,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.972738578387622,0.02726142161237799,14756.440218836604,False,0.9999261886787673,0.9994674649510931,0.998497525978178,0.9970244447723774,0.9950931371187776,0.9927562950475495,0.9900649799433618,0.987065645293807,0.9837994742855032,0.9803025719302891,0.9766064497517062,0.972738578387622
333,Zone 3,26,45,Unmarried,18,33,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0.9370037039230791,0.06299629607692092,14525.124708465748,False,0.9996661053963104,0.9980128042184346,0.9949832038492036,0.9908107080329174,0.9857292732497003,0.9799337960419311,0.9735802952319603,0.9667927081661145,0.9596696887065114,0.9522901730514911,0.9447176981924599,0.9370037039230791
334,Zone 1,20,37,Unmarried,5,46,Some college,No,Female,Yes,Yes,Yes,Total service,No,0,0.7484203850605408,0.25157961493945924,13040.217994391718,True,0.9944874589140908,0.9782884271979388,0.9567447407868559,0.9328464087858997,0.9081077421137127,0.8833327463160445,0.8589604934128847,0.8352310097121769,0.8122708357183798,0.7901397911135584,0.768857727244898,0.7484203850605408
335,Zone 2,67,60,Married,32,93,Did not complete high school,No,Male,No,No,No,E-service,No,0,0.9997743369083291,0.00022566309167093568,14909.119019266167,False,0.9999999628545196,0.9999994076684019,0.9999973515074658,0.9999927417421085,0.9999846196984624,0.9999721568547242,0.9999546533296612,0.9999315252589366,0.999902289820994,0.9998665509032129,0.9998239863423549,0.9997743369083291
336,Zone 1,34,55,Unmarried,2,48,High school degree,No,Male,No,No,No,Basic service,No,0,0.9017002184933943,0.09829978150660568,14277.422934108004,False,0.9992210491776274,0.9958716687484281,0.9902510496380439,0.9829591600259983,0.9744694225866879,0.9651292778137118,0.9551926651590568,0.9448468607005331,0.9342315112232847,0.923451812297044,0.9125876796594485,0.9017002184933943
337,Zone 1,37,54,Married,35,183,High school degree,No,Male,No,No,No,Plus service,No,0,0.9994904962309664,0.0005095037690335813,14907.82846035984,False,0.9999998749331602,0.9999982180301816,0.9999925376744546,0.999980474955763,0.9999600818110387,0.999929813905737,0.9998884705251242,0.9998351318541361,0.9997691048500597,0.9996898790331804,0.999597091025141,0.9994904962309664
338,Zone 2,22,23,Married,3,16,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0.780142219490257,0.21985778050974303,13315.87573071097,False,0.9959160484363783,0.9831131528014635,0.9654102392044694,0.9452536303943275,0.9239765538484593,0.902332915282207,0.8807625117788763,0.8595258096722032,0.8387765049242435,0.8186026680857799,0.7990510939365996,0.780142219490257
339,Zone 2,5,69,Unmarried,0,11,High school degree,Yes,Male,No,No,No,Basic service,No,0,0.9468713674970037,0.053128632502996265,14591.217804903275,False,0.9997563320875561,0.9984882395328692,0.9960908639515675,0.9927181493664017,0.9885443930036825,0.9837226572500947,0.9783797938848372,0.9726192968342418,0.9665254097909238,0.9601668833337138,0.9536000670069225,0.9468713674970037
340,Zone 1,28,31,Married,0,42,College degree,No,Female,No,No,No,Plus service,No,0,0.9354465411788031,0.0645534588211969,14514.55958584727,False,0.9996505479892844,0.9979328116826804,0.9947995052887951,0.9904975992462851,0.9852708391128902,0.9793208064395091,0.9728080788827957,0.9658597233248108,0.9585765532666832,0.9510389964888539,0.9433116145673247,0.9354465411788031
341,Zone 1,20,41,Married,7,67,College degree,No,Female,No,No,No,Basic service,No,0,0.9194260884619294,0.08057391153807059,14403.863110528628,False,0.9994690606757967,0.9970321389890594,0.9927733125626176,0.9870938877765085,0.9803430761328713,0.972791830307965,0.9646465356008701,0.9560647391810041,0.9471676066215883,0.9380491034710525,0.9287826696176049,0.9194260884619294
342,Zone 3,72,41,Unmarried,20,181,College degree,No,Male,Yes,Yes,No,Total service,No,0,0.8969816220676176,0.10301837793238244,14243.107543256066,False,0.9991463197789158,0.9955337697145574,0.989531277424574,0.9817960481549232,0.9728354786539344,0.9630170808347054,0.9526067767820247,0.9417990000762588,0.9307375968785212,0.9195301078039121,0.9082576127118693,0.8969816220676176
343,Zone 2,30,43,Unmarried,18,53,College degree,No,Male,No,Yes,No,Basic service,No,0,0.7998957584904742,0.20010424150952577,13482.509033625462,False,0.9966724228678008,0.9857863504352946,0.9703404524238141,0.9524465245735466,0.9333111094392063,0.9136430064333498,0.8938713558672811,0.8742609633685186,0.8549762024096097,0.8361181224519545,0.8177468801764973,0.7998957584904742
344,Zone 3,71,52,Unmarried,17,172,High school degree,No,Male,Yes,Yes,Yes,Total service,No,0,0.9296205992505862,0.07037940074941385,14474.718819932643,False,0.9995891012968133,0.9976216228384382,0.9940911751494903,0.9892978203710281,0.9835227154584856,0.976992580673613,0.9698849026711303,0.9623382038858936,0.9544610950641388,0.9463393067275845,0.9380409757938944,0.9296205992505862
345,Zone 2,56,44,Unmarried,24,87,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.9897134517527996,0.010286548247200433,14856.334618265491,False,0.9999859352771563,0.9998767254620732,0.9996107112422726,0.9991653897221924,0.9985369361078997,0.9977302438626273,0.996754238209693,0.9956195518842128,0.9943373294502377,0.9929186034958196,0.9913739737629047,0.9897134517527996
346,Zone 1,8,29,Married,2,21,Post-undergraduate degree,No,Male,No,No,No,Basic service,Yes,1,0.8177696674601916,0.18223033253980836,13629.930603987525,False,0.9972759704750052,0.9879955809456573,0.9744994238289565,0.9586031826669438,0.9413915976867249,0.9235243380068519,0.9054138611826799,0.887323380912427,0.869422712616496,0.8518214483464663,0.8345894103423664,0.8177696674601916
347,Zone 2,32,65,Unmarried,6,9,High school degree,Yes,Female,No,Yes,No,E-service,No,0,0.96692913348019,0.03307086651980995,14720.48407524242,False,0.9998963038539064,0.9992825856415252,0.9980244136297842,0.996153622988987,0.9937397958663431,0.9908563208148027,0.9875707787946355,0.9839426328391515,0.9800232907879465,0.9758569083625326,0.9714813544113555,0.96692913348019
348,Zone 2,46,47,Unmarried,22,144,Some college,No,Female,No,No,Yes,Plus service,Yes,1,0.9902136296577122,0.009786370342287798,14859.125419152602,False,0.9999870502349205,0.9998854369220727,0.9996362645824375,0.9992172051323627,0.9986237406650863,0.9978598180095013,0.996933388862099,0.9958541704615617,0.9946324785392369,0.9932786088169598,0.991802511836448,0.9902136296577122
349,Zone 3,60,45,Married,23,117,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,0.9648056551627391,0.035194344837260916,14707.159091309726,False,0.9998841929561394,0.9992097747954826,0.9978411912194218,0.9958203841638835,0.9932266959398136,0.9901414240661347,0.9866383098790189,0.982781572231913,0.9786262914596076,0.9742194676845296,0.9696011800616012,0.9648056551627391
